year,county_name,contest_type,district_number,contest_title,result_type,party,candidate,total_votes,source_file
2024,Franklin,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,undervote,,Under Votes,41,2024-General-Franklin.xls
2024,Franklin,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,write_in,NON,Write-In,20,2024-General-Franklin.xls
2024,Franklin,us_house,4,"UNITED STATES REPRESENTATIVE, 4TH CONGRESSIONAL DISTRICT",candidate,REP,Robert B. Aderholt,10496,2024-General-Franklin.xls
2024,Franklin,us_house,4,"UNITED STATES REPRESENTATIVE, 4TH CONGRESSIONAL DISTRICT",overvote,,Over Votes,1,2024-General-Franklin.xls
2024,Franklin,us_house,4,"UNITED STATES REPRESENTATIVE, 4TH CONGRESSIONAL DISTRICT",undervote,,Under Votes,1578,2024-General-Franklin.xls
2024,Franklin,us_house,4,"UNITED STATES REPRESENTATIVE, 4TH CONGRESSIONAL DISTRICT",write_in,NON,Write-In,80,2024-General-Franklin.xls
2024,Geneva,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Chase Oliver,18,2024-General-Geneva.xls
2024,Geneva,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,REP,Donald J. Trump,10929,2024-General-Geneva.xls
2024,Geneva,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Jill Stein,7,2024-General-Geneva.xls
2024,Geneva,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,DEM,Kamala D. Harris,1391,2024-General-Geneva.xls
2024,Geneva,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Robert F. Kennedy Jr.,45,2024-General-Geneva.xls
2024,Geneva,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,overvote,,Over Votes,22,2024-General-Geneva.xls
2024,Geneva,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,undervote,,Under Votes,6,2024-General-Geneva.xls
2024,Geneva,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,write_in,NON,Write-In,11,2024-General-Geneva.xls
2024,Geneva,us_house,1,"UNITED STATES REPRESENTATIVE, 1ST CONGRESSIONAL DISTRICT",candidate,REP,Barry Moore,10917,2024-General-Geneva.xls
2024,Geneva,us_house,1,"UNITED STATES REPRESENTATIVE, 1ST CONGRESSIONAL DISTRICT",candidate,DEM,Tom Holmes,1373,2024-General-Geneva.xls
2024,Geneva,us_house,1,"UNITED STATES REPRESENTATIVE, 1ST CONGRESSIONAL DISTRICT",overvote,,Over Votes,1,2024-General-Geneva.xls
2024,Geneva,us_house,1,"UNITED STATES REPRESENTATIVE, 1ST CONGRESSIONAL DISTRICT",undervote,,Under Votes,134,2024-General-Geneva.xls
2024,Geneva,us_house,1,"UNITED STATES REPRESENTATIVE, 1ST CONGRESSIONAL DISTRICT",write_in,NON,Write-In,4,2024-General-Geneva.xls
2024,Henry,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Chase Oliver,9,2024-General-Henry.xls
2024,Henry,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,REP,Donald J. Trump,6989,2024-General-Henry.xls
2024,Henry,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Jill Stein,7,2024-General-Henry.xls
2024,Henry,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,DEM,Kamala D. Harris,2263,2024-General-Henry.xls
2024,Henry,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Robert F. Kennedy Jr.,33,2024-General-Henry.xls
2024,Henry,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,overvote,,Over Votes,18,2024-General-Henry.xls
2024,Henry,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,undervote,,Under Votes,17,2024-General-Henry.xls
2024,Henry,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,write_in,NON,Write-In,19,2024-General-Henry.xls
2024,Henry,us_house,1,"UNITED STATES REPRESENTATIVE, 1ST CONGRESSIONAL DISTRICT",candidate,REP,Barry Moore,7061,2024-General-Henry.xls
2024,Henry,us_house,1,"UNITED STATES REPRESENTATIVE, 1ST CONGRESSIONAL DISTRICT",candidate,DEM,Tom Holmes,2134,2024-General-Henry.xls
2024,Henry,us_house,1,"UNITED STATES REPRESENTATIVE, 1ST CONGRESSIONAL DISTRICT",overvote,,Over Votes,5,2024-General-Henry.xls
2024,Henry,us_house,1,"UNITED STATES REPRESENTATIVE, 1ST CONGRESSIONAL DISTRICT",undervote,,Under Votes,150,2024-General-Henry.xls
2024,Henry,us_house,1,"UNITED STATES REPRESENTATIVE, 1ST CONGRESSIONAL DISTRICT",write_in,NON,Write-In,5,2024-General-Henry.xls
2024,Houston,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Chase Oliver,86,2024-General-Houston.xls
2024,Houston,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,REP,Donald J. Trump,32469,2024-General-Houston.xls
2024,Houston,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Jill Stein,67,2024-General-Houston.xls
2024,Houston,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,DEM,Kamala D. Harris,11352,2024-General-Houston.xls
2024,Houston,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Robert F. Kennedy Jr.,221,2024-General-Houston.xls
2024,Houston,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,overvote,,Over Votes,100,2024-General-Houston.xls
2024,Houston,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,undervote,,Under Votes,104,2024-General-Houston.xls
2024,Houston,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,write_in,NON,Write-In,154,2024-General-Houston.xls
2024,Houston,us_house,1,"UNITED STATES REPRESENTATIVE, 1ST CONGRESSIONAL DISTRICT",candidate,REP,Barry Moore,32974,2024-General-Houston.xls
2024,Houston,us_house,1,"UNITED STATES REPRESENTATIVE, 1ST CONGRESSIONAL DISTRICT",candidate,DEM,Tom Holmes,10963,2024-General-Houston.xls
2024,Houston,us_house,1,"UNITED STATES REPRESENTATIVE, 1ST CONGRESSIONAL DISTRICT",overvote,,Over Votes,15,2024-General-Houston.xls
2024,Houston,us_house,1,"UNITED STATES REPRESENTATIVE, 1ST CONGRESSIONAL DISTRICT",undervote,,Under Votes,548,2024-General-Houston.xls
2024,Houston,us_house,1,"UNITED STATES REPRESENTATIVE, 1ST CONGRESSIONAL DISTRICT",write_in,NON,Write-In,50,2024-General-Houston.xls
2024,Jackson,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Chase Oliver,31,2024-General-Jackson.xls
2024,Jackson,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,REP,Donald J. Trump,20073,2024-General-Jackson.xls
2024,Jackson,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Jill Stein,18,2024-General-Jackson.xls
2024,Jackson,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,DEM,Kamala D. Harris,3276,2024-General-Jackson.xls
2024,Jackson,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Robert F. Kennedy Jr.,111,2024-General-Jackson.xls
2024,Jackson,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,overvote,,Over Votes,31,2024-General-Jackson.xls
2024,Jackson,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,undervote,,Under Votes,51,2024-General-Jackson.xls
2024,Jackson,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,write_in,NON,Write-In,47,2024-General-Jackson.xls
2024,Jackson,us_house,5,"UNITED STATES REPRESENTATIVE, 5TH CONGRESSIONAL DISTRICT",candidate,REP,Dale Strong,20055,2024-General-Jackson.xls
2024,Jackson,us_house,5,"UNITED STATES REPRESENTATIVE, 5TH CONGRESSIONAL DISTRICT",overvote,,Over Votes,0,2024-General-Jackson.xls
2024,Jackson,us_house,5,"UNITED STATES REPRESENTATIVE, 5TH CONGRESSIONAL DISTRICT",undervote,,Under Votes,3404,2024-General-Jackson.xls
2024,Jackson,us_house,5,"UNITED STATES REPRESENTATIVE, 5TH CONGRESSIONAL DISTRICT",write_in,NON,Write-In,178,2024-General-Jackson.xls
2024,Jefferson,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Chase Oliver,731,2024-General-Jefferson.xls
2024,Jefferson,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,REP,Donald J. Trump,131123,2024-General-Jefferson.xls
2024,Jefferson,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Jill Stein,994,2024-General-Jefferson.xls
2024,Jefferson,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,DEM,Kamala D. Harris,162112,2024-General-Jefferson.xls
2024,Jefferson,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Robert F. Kennedy Jr.,1781,2024-General-Jefferson.xls
2024,Jefferson,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,overvote,,Over Votes,353,2024-General-Jefferson.xls
2024,Jefferson,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,undervote,,Under Votes,772,2024-General-Jefferson.xls
2024,Jefferson,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,write_in,NON,Write-In,1963,2024-General-Jefferson.xls
2024,Jefferson,us_house,6,"UNITED STATES REPRESENTATIVE, 6TH CONGRESSIONAL DISTRICT",candidate,DEM,Elizabeth Anderson,46794,2024-General-Jefferson.xls
2024,Jefferson,us_house,6,"UNITED STATES REPRESENTATIVE, 6TH CONGRESSIONAL DISTRICT",candidate,REP,Gary Palmer,82326,2024-General-Jefferson.xls
2024,Jefferson,us_house,6,"UNITED STATES REPRESENTATIVE, 6TH CONGRESSIONAL DISTRICT",overvote,,Over Votes,29,2024-General-Jefferson.xls
2024,Jefferson,us_house,6,"UNITED STATES REPRESENTATIVE, 6TH CONGRESSIONAL DISTRICT",undervote,,Under Votes,1870,2024-General-Jefferson.xls
2024,Jefferson,us_house,6,"UNITED STATES REPRESENTATIVE, 6TH CONGRESSIONAL DISTRICT",write_in,NON,Write-In,140,2024-General-Jefferson.xls
2024,Jefferson,us_house,7,"UNITED STATES REPRESENTATIVE, 7TH CONGRESSIONAL DISTRICT",candidate,REP,Robin Litaker,50213,2024-General-Jefferson.xls
2024,Jefferson,us_house,7,"UNITED STATES REPRESENTATIVE, 7TH CONGRESSIONAL DISTRICT",candidate,DEM,Terri A. Sewell,116527,2024-General-Jefferson.xls
2024,Jefferson,us_house,7,"UNITED STATES REPRESENTATIVE, 7TH CONGRESSIONAL DISTRICT",overvote,,Over Votes,45,2024-General-Jefferson.xls
2024,Jefferson,us_house,7,"UNITED STATES REPRESENTATIVE, 7TH CONGRESSIONAL DISTRICT",undervote,,Under Votes,1778,2024-General-Jefferson.xls
2024,Jefferson,us_house,7,"UNITED STATES REPRESENTATIVE, 7TH CONGRESSIONAL DISTRICT",write_in,NON,Write-In,118,2024-General-Jefferson.xls
2024,Lamar,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Chase Oliver,4,2024-General-Lamar.xls
2024,Lamar,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,REP,Donald J. Trump,6033,2024-General-Lamar.xls
2024,Lamar,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Jill Stein,7,2024-General-Lamar.xls
2024,Lamar,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,DEM,Kamala D. Harris,806,2024-General-Lamar.xls
2024,Lamar,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Robert F. Kennedy Jr.,25,2024-General-Lamar.xls
2024,Lamar,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,overvote,,Over Votes,20,2024-General-Lamar.xls
2024,Lamar,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,undervote,,Under Votes,13,2024-General-Lamar.xls
2024,Lamar,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,write_in,NON,Write-In,15,2024-General-Lamar.xls
2024,Lamar,us_house,4,"UNITED STATES REPRESENTATIVE, 4TH CONGRESSIONAL DISTRICT",candidate,REP,Robert B. Aderholt,6037,2024-General-Lamar.xls
2024,Lamar,us_house,4,"UNITED STATES REPRESENTATIVE, 4TH CONGRESSIONAL DISTRICT",overvote,,Over Votes,0,2024-General-Lamar.xls
2024,Lamar,us_house,4,"UNITED STATES REPRESENTATIVE, 4TH CONGRESSIONAL DISTRICT",undervote,,Under Votes,855,2024-General-Lamar.xls
2024,Lamar,us_house,4,"UNITED STATES REPRESENTATIVE, 4TH CONGRESSIONAL DISTRICT",write_in,NON,Write-In,30,2024-General-Lamar.xls
2024,Lauderdale,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Chase Oliver,90,2024-General-Lauderdale.xls
2024,Lauderdale,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,REP,Donald J. Trump,32708,2024-General-Lauderdale.xls
2024,Lauderdale,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Jill Stein,65,2024-General-Lauderdale.xls
2024,Lauderdale,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,DEM,Kamala D. Harris,10326,2024-General-Lauderdale.xls
2024,Lauderdale,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Robert F. Kennedy Jr.,265,2024-General-Lauderdale.xls
2024,Lauderdale,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,overvote,,Over Votes,74,2024-General-Lauderdale.xls
2024,Lauderdale,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,undervote,,Under Votes,105,2024-General-Lauderdale.xls
2024,Lauderdale,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,write_in,NON,Write-In,183,2024-General-Lauderdale.xls
2024,Lauderdale,us_house,4,"UNITED STATES REPRESENTATIVE, 4TH CONGRESSIONAL DISTRICT",candidate,REP,Robert B. Aderholt,26275,2024-General-Lauderdale.xls
2024,Lauderdale,us_house,4,"UNITED STATES REPRESENTATIVE, 4TH CONGRESSIONAL DISTRICT",overvote,,Over Votes,2,2024-General-Lauderdale.xls
2024,Lauderdale,us_house,4,"UNITED STATES REPRESENTATIVE, 4TH CONGRESSIONAL DISTRICT",undervote,,Under Votes,7735,2024-General-Lauderdale.xls
2024,Lauderdale,us_house,4,"UNITED STATES REPRESENTATIVE, 4TH CONGRESSIONAL DISTRICT",write_in,NON,Write-In,532,2024-General-Lauderdale.xls
2024,Lauderdale,us_house,5,"UNITED STATES REPRESENTATIVE, 5TH CONGRESSIONAL DISTRICT",candidate,REP,Dale Strong,7891,2024-General-Lauderdale.xls
2024,Lauderdale,us_house,5,"UNITED STATES REPRESENTATIVE, 5TH CONGRESSIONAL DISTRICT",overvote,,Over Votes,0,2024-General-Lauderdale.xls
2024,Lauderdale,us_house,5,"UNITED STATES REPRESENTATIVE, 5TH CONGRESSIONAL DISTRICT",undervote,,Under Votes,1295,2024-General-Lauderdale.xls
2024,Lauderdale,us_house,5,"UNITED STATES REPRESENTATIVE, 5TH CONGRESSIONAL DISTRICT",write_in,NON,Write-In,86,2024-General-Lauderdale.xls
2024,Lawrence,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Chase Oliver,18,2024-General-Lawrence.xls
2024,Lawrence,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,REP,Donald J. Trump,13024,2024-General-Lawrence.xls
2024,Lawrence,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Jill Stein,12,2024-General-Lawrence.xls
2024,Lawrence,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,DEM,Kamala D. Harris,2983,2024-General-Lawrence.xls
2024,Lawrence,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Robert F. Kennedy Jr.,78,2024-General-Lawrence.xls
2024,Lawrence,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,overvote,,Over Votes,25,2024-General-Lawrence.xls
2024,Lawrence,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,undervote,,Under Votes,26,2024-General-Lawrence.xls
2024,Lawrence,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,write_in,NON,Write-In,7,2024-General-Lawrence.xls
2024,Lawrence,us_house,5,"UNITED STATES REPRESENTATIVE, 5TH CONGRESSIONAL DISTRICT",candidate,REP,Dale Strong,12992,2024-General-Lawrence.xls
2024,Lawrence,us_house,5,"UNITED STATES REPRESENTATIVE, 5TH CONGRESSIONAL DISTRICT",overvote,,Over Votes,0,2024-General-Lawrence.xls
2024,Lawrence,us_house,5,"UNITED STATES REPRESENTATIVE, 5TH CONGRESSIONAL DISTRICT",undervote,,Under Votes,3052,2024-General-Lawrence.xls
2024,Lawrence,us_house,5,"UNITED STATES REPRESENTATIVE, 5TH CONGRESSIONAL DISTRICT",write_in,NON,Write-In,127,2024-General-Lawrence.xls
2024,Lee,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Chase Oliver,250,2024-General-Lee.xls
2024,Lee,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,REP,Donald J. Trump,46020,2024-General-Lee.xls
2024,Lee,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Jill Stein,159,2024-General-Lee.xls
2024,Lee,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,DEM,Kamala D. Harris,25798,2024-General-Lee.xls
2024,Lee,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Robert F. Kennedy Jr.,468,2024-General-Lee.xls
2024,Lee,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,overvote,,Over Votes,64,2024-General-Lee.xls
2024,Lee,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,undervote,,Under Votes,160,2024-General-Lee.xls
2024,Lee,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,write_in,NON,Write-In,432,2024-General-Lee.xls
2024,Lee,us_house,3,"UNITED STATES REPRESENTATIVE, 3RD CONGRESSIONAL DISTRICT",candidate,REP,Mike Rogers,51769,2024-General-Lee.xls
2024,Lee,us_house,3,"UNITED STATES REPRESENTATIVE, 3RD CONGRESSIONAL DISTRICT",overvote,,Over Votes,3,2024-General-Lee.xls
2024,Lee,us_house,3,"UNITED STATES REPRESENTATIVE, 3RD CONGRESSIONAL DISTRICT",undervote,,Under Votes,19678,2024-General-Lee.xls
2024,Lee,us_house,3,"UNITED STATES REPRESENTATIVE, 3RD CONGRESSIONAL DISTRICT",write_in,NON,Write-In,1849,2024-General-Lee.xls
2024,Limestone,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Chase Oliver,173,2024-General-Limestone.xls
2024,Limestone,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,REP,Donald J. Trump,37887,2024-General-Limestone.xls
2024,Limestone,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Jill Stein,111,2024-General-Limestone.xls
2024,Limestone,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,DEM,Kamala D. Harris,14581,2024-General-Limestone.xls
2024,Limestone,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Robert F. Kennedy Jr.,344,2024-General-Limestone.xls
2024,Limestone,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,overvote,,Over Votes,60,2024-General-Limestone.xls
2024,Limestone,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,undervote,,Under Votes,108,2024-General-Limestone.xls
2024,Limestone,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,write_in,NON,Write-In,236,2024-General-Limestone.xls
2024,Limestone,us_house,5,"UNITED STATES REPRESENTATIVE, 5TH CONGRESSIONAL DISTRICT",candidate,REP,Dale Strong,40891,2024-General-Limestone.xls
2024,Limestone,us_house,5,"UNITED STATES REPRESENTATIVE, 5TH CONGRESSIONAL DISTRICT",overvote,,Over Votes,2,2024-General-Limestone.xls
2024,Limestone,us_house,5,"UNITED STATES REPRESENTATIVE, 5TH CONGRESSIONAL DISTRICT",undervote,,Under Votes,11204,2024-General-Limestone.xls
2024,Limestone,us_house,5,"UNITED STATES REPRESENTATIVE, 5TH CONGRESSIONAL DISTRICT",write_in,NON,Write-In,1403,2024-General-Limestone.xls
2024,Madison,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Chase Oliver,931,2024-General-Madison.xls
2024,Madison,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,REP,Donald J. Trump,105430,2024-General-Madison.xls
2024,Madison,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Jill Stein,676,2024-General-Madison.xls
2024,Madison,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,DEM,Kamala D. Harris,87824,2024-General-Madison.xls
2024,Madison,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Robert F. Kennedy Jr.,1494,2024-General-Madison.xls
2024,Madison,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,overvote,,Over Votes,124,2024-General-Madison.xls
2024,Madison,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,undervote,,Under Votes,575,2024-General-Madison.xls
2024,Madison,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,write_in,NON,Write-In,1262,2024-General-Madison.xls
2024,Madison,us_house,5,"UNITED STATES REPRESENTATIVE, 5TH CONGRESSIONAL DISTRICT",candidate,REP,Dale Strong,126175,2024-General-Madison.xls
2024,Madison,us_house,5,"UNITED STATES REPRESENTATIVE, 5TH CONGRESSIONAL DISTRICT",overvote,,Over Votes,7,2024-General-Madison.xls
2024,Madison,us_house,5,"UNITED STATES REPRESENTATIVE, 5TH CONGRESSIONAL DISTRICT",undervote,,Under Votes,62402,2024-General-Madison.xls
2024,Madison,us_house,5,"UNITED STATES REPRESENTATIVE, 5TH CONGRESSIONAL DISTRICT",write_in,NON,Write-In,9464,2024-General-Madison.xls
2024,Marion,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Chase Oliver,9,2024-General-Marion.xls
2024,Marion,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,REP,Donald J. Trump,12245,2024-General-Marion.xls
2024,Marion,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Jill Stein,9,2024-General-Marion.xls
2024,Marion,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,DEM,Kamala D. Harris,1197,2024-General-Marion.xls
2024,Marion,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Robert F. Kennedy Jr.,63,2024-General-Marion.xls
2024,Marion,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,overvote,,Over Votes,31,2024-General-Marion.xls
2024,Marion,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,undervote,,Under Votes,21,2024-General-Marion.xls
2024,Marion,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,write_in,NON,Write-In,20,2024-General-Marion.xls
2024,Marion,us_house,4,"UNITED STATES REPRESENTATIVE, 4TH CONGRESSIONAL DISTRICT",candidate,REP,Robert B. Aderholt,12275,2024-General-Marion.xls
2024,Marion,us_house,4,"UNITED STATES REPRESENTATIVE, 4TH CONGRESSIONAL DISTRICT",overvote,,Over Votes,0,2024-General-Marion.xls
2024,Marion,us_house,4,"UNITED STATES REPRESENTATIVE, 4TH CONGRESSIONAL DISTRICT",undervote,,Under Votes,1231,2024-General-Marion.xls
2024,Marion,us_house,4,"UNITED STATES REPRESENTATIVE, 4TH CONGRESSIONAL DISTRICT",write_in,NON,Write-In,87,2024-General-Marion.xls
2024,Marshall,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Chase Oliver,57,2024-General-Marshall.xls
2024,Marshall,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,REP,Donald J. Trump,34434,2024-General-Marshall.xls
2024,Marshall,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Jill Stein,37,2024-General-Marshall.xls
2024,Marshall,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,DEM,Kamala D. Harris,5553,2024-General-Marshall.xls
2024,Marshall,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Robert F. Kennedy Jr.,196,2024-General-Marshall.xls
2024,Marshall,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,overvote,,Over Votes,49,2024-General-Marshall.xls
2024,Marshall,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,undervote,,Under Votes,62,2024-General-Marshall.xls
2024,Marshall,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,write_in,NON,Write-In,111,2024-General-Marshall.xls
2024,Marshall,us_house,4,"UNITED STATES REPRESENTATIVE, 4TH CONGRESSIONAL DISTRICT",candidate,REP,Robert B. Aderholt,35330,2024-General-Marshall.xls
2024,Marshall,us_house,4,"UNITED STATES REPRESENTATIVE, 4TH CONGRESSIONAL DISTRICT",overvote,,Over Votes,3,2024-General-Marshall.xls
2024,Marshall,us_house,4,"UNITED STATES REPRESENTATIVE, 4TH CONGRESSIONAL DISTRICT",undervote,,Under Votes,4737,2024-General-Marshall.xls
2024,Marshall,us_house,4,"UNITED STATES REPRESENTATIVE, 4TH CONGRESSIONAL DISTRICT",write_in,NON,Write-In,429,2024-General-Marshall.xls
2024,Morgan,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Chase Oliver,152,2024-General-Morgan.xls
2024,Morgan,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,REP,Donald J. Trump,40449,2024-General-Morgan.xls
2024,Morgan,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Jill Stein,67,2024-General-Morgan.xls
2024,Morgan,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,DEM,Kamala D. Harris,12392,2024-General-Morgan.xls
2024,Morgan,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,candidate,IND,Robert F. Kennedy Jr.,309,2024-General-Morgan.xls
2024,Morgan,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,overvote,,Over Votes,87,2024-General-Morgan.xls
2024,Morgan,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,undervote,,Under Votes,98,2024-General-Morgan.xls
2024,Morgan,president,,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,write_in,NON,Write-In,174,2024-General-Morgan.xls
